ID,Order_Id,Order_Date,Order_Priority,Order_Quantity,Value,Discount,Shipping_mode,Profit,Unit_price,Shipping_cost,Customer_name,Province,Region,Customer_segment,Product_category,Product_subcategory,Product_name,Product_container,Product_base_margin,Shipping_date
7089,50567,2/5/2012,Medium,22,1405.404,0.1,Delivery Truck,235.4652,70.98,30,Vivek Sundaresam,Quebec,Quebec,Home Office,Furniture,Chairs & Chairmats,Novimex Turbo Task Chair,Jumbo Drum,0.73,00:00.0
7084,50563,7/16/2011,High,2,400.045,0.05,Express Air,137.395,210.55,9.99,Alejandro Ballentine,Alberta,West,Small Business,Office Supplies,Storage & Organization,"24 Capacity Maxi Data Binder Racks, Pearl",Small Box,0.6,00:00.0
7086,50564,3/2/2012,High,30,10824.921,0.07,Regular Air,6381.845,387.99,19.99,Julie Prescott,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,00:00.0
7087,50565,8/30/2012,High,43,664.4274,0.09,Regular Air,396.4884,16.98,12.39,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,00:00.0
7090,50594,5/17/2010,Low,39,171.5415,0.05,Regular Air,75.7151,4.63,1.93,Shui Tom,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.52,00:00.0
7094,50626,10/20/2009,Medium,42,24191.5968,0.04,Regular Air,11567.3168,599.99,24.49,Dean Percer,New Brunswick,Atlantic,Consumer,Technology,Copiers and Fax,Canon PC1080F Personal Copier,Large Box,0.5,00:00.0
7095,50656,10/25/2009,Critical,42,183.54,0,Regular Air,70.1014,4.37,5.15,Patrick Bzostek,British Columbia,West,Consumer,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59,00:00.0
7096,50656,10/25/2009,Critical,31,15375.0762,0.01,Delivery Truck,6000.8482,500.98,56,Patrick Bzostek,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,00:00.0
7097,50656,10/25/2009,Critical,39,480.8076,0.02,Regular Air,264.681,12.58,5.16,Patrick Bzostek,British Columbia,West,Consumer,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.43,00:00.0
7098,50656,10/25/2009,Critical,15,103.95,0.1,Regular Air,40.21,7.7,3.68,Patrick Bzostek,British Columbia,West,Consumer,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag,0.52,00:00.0
7099,50657,12/18/2011,High,40,292.248,0.01,Regular Air,174.466,7.38,11.51,Aleksandra Gannaway,New Brunswick,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,0.36,00:00.0
7100,50657,12/18/2011,High,16,53.424,0.1,Express Air,30.718,3.71,1.93,Aleksandra Gannaway,New Brunswick,Atlantic,Corporate,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Wrap Bag,0.35,00:00.0
7101,50657,12/18/2011,High,49,7324.0398,0.01,Delivery Truck,2129.4158,150.98,16.01,Aleksandra Gannaway,New Brunswick,Atlantic,Corporate,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.7,00:00.0
7102,50663,11/9/2010,Critical,26,1553.7704,0.02,Express Air,569.3372,60.98,49,Jim Kriz,Ontario,Ontario,Consumer,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,00:00.0
7103,50688,12/16/2011,Critical,50,597.08,0.08,Regular Air,204.54,12.98,3.14,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,00:00.0
7104,50692,9/17/2010,High,28,307.44,0,Regular Air,191.6216,10.98,5.14,Shirley Schmidt,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,0.36,00:00.0
7105,50692,9/17/2010,High,47,5499.9682,0.06,Delivery Truck,1761.8793,124.49,51.94,Shirley Schmidt,Quebec,Quebec,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,00:00.0
7106,50721,2/27/2012,High,33,9662.0832,0.04,Regular Air,5616.2252,304.99,19.99,Jennifer Halladay,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,00:00.0
7173,51201,12/16/2011,High,42,297.5616,0.04,Regular Air,174.466,7.38,11.51,Jonathan Doherty,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,0.36,00:00.0
7174,51202,4/13/2012,High,4,21.7328,0.06,Regular Air,5.7696,5.78,7.64,Jim Epp,New Brunswick,Atlantic,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,00:00.0
7176,51203,12/21/2011,High,49,24838.1784,0.08,Delivery Truck,5623.8842,550.98,45.7,Eleni McCrary,Nova Scotia,Atlantic,Home Office,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,0.71,00:00.0
7107,50725,11/23/2010,Medium,1,99.882,0.1,Delivery Truck,-8.9138,110.98,30,Muhammed Yedwab,Quebec,Quebec,Consumer,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,00:00.0
7108,50725,11/23/2010,Medium,19,2815.6195,0.05,Regular Air,1176.534,155.99,8.99,Muhammed Yedwab,New Brunswick,Atlantic,Consumer,Technology,Telephones and Communication,R280,Small Box,0.55,00:00.0
7109,50726,10/31/2011,Low,45,9044.1,0,Delivery Truck,3774.762,200.98,23.76,Ruben Dartt,Alberta,West,Corporate,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,00:00.0
7110,50726,10/31/2011,Low,21,80.6589,0.07,Express Air,45.8442,4.13,0.99,Ruben Dartt,Alberta,West,Corporate,Office Supplies,Labels,Avery 491,Small Box,0.39,00:00.0
7111,50754,12/9/2009,Not Specified,9,67.5954,0.06,Regular Air,19.4194,7.99,5.03,Becky Castell,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,00:00.0
7112,50756,9/9/2010,Not Specified,19,459.8988,0.08,Regular Air,79.0913,26.31,5.89,Ionia McGrath,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,00:00.0
7113,50756,9/9/2010,Not Specified,2,14.3276,0.02,Regular Air,8.282,7.31,0.49,Ionia McGrath,Saskachewan,Prarie,Home Office,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,00:00.0
7114,50758,7/12/2012,Medium,17,111.2888,0.02,Express Air,62.3416,6.68,6.93,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,00:00.0
7115,50759,3/19/2010,Low,46,2731.986,0.1,Regular Air,1023.0936,65.99,8.99,Deborah Brumfield,Quebec,Quebec,Corporate,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,00:00.0
7116,50784,2/10/2012,High,20,633.216,0.04,Regular Air,133.016,32.98,5.5,Chuck Magee,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,00:00.0
7117,50786,10/12/2009,Low,4,451.1624,0.06,Delivery Truck,264.3768,119.99,14,Cindy Stewart,Yukon,Yukon,Consumer,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36,00:00.0
7118,50789,3/12/2011,Not Specified,23,8031.393,0.1,Regular Air,4620.3704,387.99,19.99,Tracy Collins,Manitoba,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,00:00.0
7119,50790,7/16/2011,Critical,47,233.59,0,Regular Air,101.7414,4.97,5.71,Christopher Conant,Alberta,West,Home Office,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Medium Box,0.54,00:00.0
7120,50816,3/27/2009,High,25,278.3025,0.07,Regular Air,99.7575,11.97,4.98,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,00:00.0
7121,50816,3/27/2009,High,26,719.5266,0.03,Regular Air,436.1602,28.53,1.49,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,00:00.0
7122,50816,3/27/2009,High,6,90.7632,0.01,Regular Air,50.2676,15.28,1.99,Anthony Johnson,British Columbia,West,Small Business,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack",Small Pack,0.42,00:00.0
7123,50818,10/6/2012,Medium,34,6303.294,0.1,Regular Air,2372.2544,205.99,8.99,Neoma Murray,Saskachewan,Prarie,Small Business,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,00:00.0
7124,50822,2/7/2012,Medium,6,1491.48,0.1,Regular Air,1466.99,276.2,24.49,Carol Darley,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,NULL,00:00.0
7126,50823,7/21/2009,Low,12,1163.2896,0.04,Regular Air,671.4056,100.98,7.18,Nancy Lomonaco,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box,0.4,00:00.0
7127,50849,10/4/2012,Low,47,292.3776,0.04,Express Air,170.5204,6.48,9.17,Larry Tron,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1996,Small Box,0.37,00:00.0
7130,50852,6/12/2011,Medium,24,171.8064,0.03,Regular Air,96.5332,7.38,11.51,Nick Zandusky,Saskachewan,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,Small Box,0.36,00:00.0
7125,50822,2/7/2012,Medium,37,297.4356,0.01,Express Air,63.2668,8.12,2.83,Carol Darley,British Columbia,West,Small Business,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,00:00.0
7128,50850,5/6/2009,Critical,37,1516.26,0,Regular Air,947.7738,40.98,7.47,Greg Guthrie,Manitoba,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box,0.37,00:00.0
7129,50850,5/6/2009,Critical,2,818.104,0.02,Delivery Truck,83.382,417.4,75.23,Greg Guthrie,Manitoba,Prarie,Small Business,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Jumbo Box,0.79,00:00.0
7131,50854,12/17/2011,Critical,27,125.0478,0.07,Regular Air,70.3476,4.98,4.95,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box,0.37,00:00.0
7132,50854,12/17/2011,Critical,12,5470.7016,0.09,Delivery Truck,3158.0928,500.98,28.14,Dan Lawera,Ontario,Ontario,Corporate,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,00:00.0
7133,50854,12/17/2011,Critical,42,433.4904,0.06,Express Air,167.2592,10.98,3.37,Dan Lawera,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,00:00.0
7134,50882,8/31/2010,High,37,348.2292,0.08,Regular Air,120.2283,10.23,4.68,Trudy Bell,Alberta,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,00:00.0
7135,50883,6/1/2012,Low,35,6270.957,0.01,Delivery Truck,1870.29,180.98,30,Pauline Chand,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,00:00.0
7136,50914,7/3/2012,Critical,49,9315.4047,0.03,Regular Air,3736.3789,195.99,8.99,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,A1228,Small Box,0.58,00:00.0
7137,50917,7/21/2009,Low,33,1422.3132,0.02,Regular Air,781.7336,43.98,1.99,Sally Hughsby,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.44,00:00.0
7138,50945,1/7/2011,Critical,27,962.0127,0.01,Regular Air,406.8766,35.99,1.25,Vicky Freymann,Nova Scotia,Atlantic,Home Office,Technology,Telephones and Communication,Accessory13,Small Pack,0.57,00:00.0
7139,50949,2/4/2011,Medium,32,63.4816,0.09,Express Air,26.4264,2.18,0.78,Guy Thornton,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,00:00.0
7140,50949,2/4/2011,Medium,46,5331.8968,0.08,Regular Air,1903.7282,125.99,8.8,Guy Thornton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,00:00.0
7141,50950,12/30/2012,Not Specified,6,343.9272,0.06,Delivery Truck,57.8112,60.98,30,Tony Molinari,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum,0.7,00:00.0
7142,50950,12/30/2012,Not Specified,35,424.62,0.1,Express Air,141.748,13.48,4.51,Tony Molinari,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,00:00.0
7143,50977,6/11/2012,Low,1,18.0215,0.05,Express Air,1.9726,18.97,9.03,Thomas Thornton,British Columbia,West,Consumer,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,00:00.0
7144,50978,3/31/2012,High,4,800.09,0.05,Regular Air,284.78,210.55,9.99,Cindy Stewart,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,"24 Capacity Maxi Data Binder Racks, Pearl",Small Box,0.6,00:00.0
7145,50981,8/4/2009,Critical,42,6486.0642,0.01,Regular Air,2677.1578,155.99,8.99,Sean O'Donnell,Ontario,Ontario,Corporate,Technology,Telephones and Communication,CF 688,Small Box,0.58,00:00.0
7146,50982,4/16/2012,High,23,81.9375,0.05,Regular Air,49.525,3.75,0.5,Clay Ludtke,Quebec,Quebec,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,00:00.0
7172,51200,11/18/2011,Medium,29,1565.42,0,Regular Air,589.3596,53.98,5.5,Tom Prescott,Alberta,West,Small Business,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,00:00.0
7147,50983,6/28/2011,Critical,39,2968.7268,0.06,Regular Air,375.5686,80.98,35,Bruce Degenhardt,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,00:00.0
7148,50983,6/28/2011,Critical,15,221.0175,0.05,Regular Air,75.6275,15.51,5.8,Bruce Degenhardt,Yukon,Yukon,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Small Box,0.6,00:00.0
7149,51008,8/20/2011,High,20,252.448,0.02,Regular Air,36.626,12.88,4.59,Michael Chen,Quebec,Quebec,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.82,00:00.0
7150,51009,11/5/2011,Not Specified,10,38.038,0.09,Regular Air,10.636,4.18,6.92,Scot Wooten,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,00:00.0
7151,51011,6/6/2010,Low,41,5819.9869,0.09,Regular Air,2298.5124,155.99,3.9,Thomas Thornton,British Columbia,West,Consumer,Technology,Telephones and Communication,T39m,Small Box,0.55,00:00.0
7152,51041,7/29/2010,High,47,3008.4841,0.03,Regular Air,1296.7226,65.99,5.92,Neil Ducich,Manitoba,Prarie,Home Office,Technology,Telephones and Communication,252,Small Box,0.55,00:00.0
7153,51044,1/18/2012,Low,17,151.47,0.1,Regular Air,87.809,9.9,1.39,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,00:00.0
7154,51044,1/18/2012,Low,26,1232.6964,0.07,Delivery Truck,476.2376,50.98,14.19,Linda Southworth,Manitoba,Prarie,Consumer,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,00:00.0
7155,51044,1/18/2012,Low,19,109.8504,0.01,Regular Air,54.65,5.84,0.83,Linda Southworth,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,00:00.0
7156,51047,4/10/2009,Medium,28,48.2944,0.02,Express Air,23.2296,1.76,4.86,Ellis Ballard,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Regeneration Desk Collection,Small Box,0.41,00:00.0
7157,51047,4/10/2009,Medium,38,1528.5842,0.03,Regular Air,344.0064,41.47,34.2,Ellis Ballard,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,00:00.0
7158,51072,10/2/2009,Critical,43,6946.65,0,Regular Air,2341.871,161.55,19.99,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box,0.66,00:00.0
7159,51073,5/14/2010,Not Specified,17,2328.66,0,Express Air,930.2606,136.98,24.49,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,00:00.0
7160,51073,5/14/2010,Not Specified,49,1515.57,0,Regular Air,844.7992,30.93,3.92,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,00:00.0
7161,51075,11/23/2010,Not Specified,43,1454.7158,0.06,Express Air,180.7084,35.99,5,Carlos Soltero,Manitoba,Prarie,Small Business,Technology,Telephones and Communication,Accessory17,Wrap Bag,0.82,00:00.0
7162,51107,9/25/2012,Not Specified,36,769.68,0,Regular Air,481.9084,21.38,2.99,Luke Foster,Nova Scotia,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Trimflex™ Flexible Post Binders,Small Box,0.37,00:00.0
7163,51109,11/8/2012,High,28,107.52,0.04,Regular Air,64.78,4,1.3,Theresa Coyne,Ontario,Ontario,Home Office,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,00:00.0
7164,51111,2/9/2012,Not Specified,1,64.6702,0.02,Regular Air,22.4557,65.99,5.92,Eric Murdock,Newfoundland,Atlantic,Home Office,Technology,Telephones and Communication,252,Small Box,0.55,00:00.0
7167,51140,9/14/2012,Low,3,369.846,0.1,Regular Air,102.9014,136.98,24.49,Sean O'Donnell,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,00:00.0
7171,51175,8/14/2012,High,3,2015.9712,0.04,Regular Air,1130.4935,699.99,24.49,Katherine Hughes,New Brunswick,Atlantic,Consumer,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,00:00.0
7165,51140,9/14/2012,Low,28,117.4656,0.04,Regular Air,40.1232,4.37,5.15,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59,00:00.0
7166,51140,9/14/2012,Low,14,626.3334,0.01,Regular Air,276.3804,45.19,1.99,Sean O'Donnell,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,00:00.0
7168,51169,12/24/2010,High,2,252.0432,0.08,Regular Air,65.9168,136.98,24.49,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,00:00.0
7169,51171,6/21/2010,High,34,753.3108,0.01,Regular Air,449.0612,22.38,15.1,Mark Packer,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,00:00.0
7170,51175,8/14/2012,High,28,1097.8072,0.06,Regular Air,439.2944,41.71,4.5,Katherine Hughes,New Brunswick,Atlantic,Consumer,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,0.56,00:00.0
7175,51202,4/13/2012,High,34,161.568,0.1,Regular Air,84.1,5.28,5.66,Jim Epp,New Brunswick,Atlantic,Small Business,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,00:00.0
7177,51205,12/10/2012,High,17,211.6704,0.04,Express Air,133.0089,12.97,1.49,Nat Carroll,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,00:00.0
7178,51205,12/10/2012,High,5,199.9,0,Regular Air,110.11,39.98,9.83,Nat Carroll,Ontario,Ontario,Home Office,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,00:00.0
7179,51233,12/9/2009,Low,3,21.6315,0.05,Regular Air,8.0681,7.59,4,Eleni McCrary,Nova Scotia,Atlantic,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,00:00.0
7180,51237,3/10/2012,Medium,26,5195.0678,0.03,Regular Air,2029.1912,205.99,5.99,John Lucas,Ontario,Ontario,Small Business,Technology,Telephones and Communication,3285,Small Box,0.59,00:00.0
7181,51239,2/23/2012,Low,48,3725.4672,0.09,Delivery Truck,1372.872,85.29,60,Katharine Harms,Alberta,West,Consumer,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Jumbo Drum,0.56,00:00.0
7182,51266,3/25/2009,Not Specified,11,1594.3488,0.04,Regular Air,949.2624,150.98,13.99,Michael Grace,Saskachewan,Prarie,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,00:00.0
7183,51266,3/25/2009,Not Specified,30,563.409,0.01,Regular Air,343.812,18.97,9.03,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,00:00.0
7184,51266,3/25/2009,Not Specified,23,273.9668,0.03,Regular Air,161.7796,12.28,4.86,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 1933,Small Box,0.38,00:00.0
7185,51266,3/25/2009,Not Specified,46,1529.063,0.05,Express Air,571.7044,34.99,7.73,Michael Grace,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,00:00.0
7186,51267,5/3/2012,Low,46,4273.4736,0.08,Delivery Truck,1357.684,100.98,35.84,Corey Lock,British Columbia,West,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,00:00.0
7187,51269,1/12/2012,High,2,17.38,0,Regular Air,7.6118,8.69,2.99,Mitch Gastineau,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,00:00.0
7188,51269,1/12/2012,Critical,20,422.832,0.08,Regular Air,180.856,22.98,7.58,Mitch Gastineau,Alberta,West,Small Business,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51,00:00.0
7189,51271,10/25/2010,High,31,3933.342,0.1,Delivery Truck,532.0594,140.98,36.09,Tim Brockman,Alberta,West,Consumer,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,00:00.0
7190,51271,10/25/2010,High,16,3229.9232,0.02,Regular Air,1280.3776,205.99,5,Tim Brockman,Alberta,West,Consumer,Technology,Telephones and Communication,Phone 918,Small Box,0.59,00:00.0
7191,51297,11/11/2012,Low,41,331.3497,0.07,Express Air,189.4066,8.69,2.99,Tom Prescott,Alberta,West,Small Business,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,00:00.0
7192,51300,10/15/2011,Medium,43,325.9529,0.09,Regular Air,137.7041,8.33,1.99,Toby Carlisle,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,00:00.0
7193,51302,8/24/2011,Not Specified,44,160.05,0.03,Regular Air,91.5,3.75,7.5,Tracy Collins,Manitoba,Prarie,Consumer,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Small Box,0.37,00:00.0
7194,51328,10/26/2010,Low,38,660.858,0.07,Regular Air,317.886,18.7,8.99,Sarah Jordon,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Small Pack,0.47,00:00.0
7195,51333,10/4/2012,Not Specified,30,2186.19,0.1,Delivery Truck,1253.823,80.97,33.6,Theone Pippenger,Manitoba,Prarie,Corporate,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,00:00.0
7196,51333,10/4/2012,Not Specified,25,210.645,0.07,Regular Air,110.185,9.06,9.86,Theone Pippenger,Manitoba,Prarie,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,00:00.0
7197,51360,6/20/2011,Medium,12,44.28,0,Regular Air,26.9536,3.69,0.5,Jack O'Briant,Saskachewan,Prarie,Consumer,Office Supplies,Labels,Avery 501,Small Box,0.38,00:00.0
7198,51361,3/18/2011,Low,14,58.7216,0.02,Express Air,29.0736,4.28,5.68,Meg O'Connel,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 199,Small Box,0.4,00:00.0
7199,51361,3/18/2011,Critical,50,17472.5,0,Delivery Truck,17412.5,349.45,60,Meg O'Connel,Ontario,Ontario,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,NULL,00:00.0
7200,51362,2/22/2010,Medium,47,1426.4782,0.02,Regular Air,345.3416,30.97,4,Tim Taslimi,British Columbia,West,Corporate,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,0.74,00:00.0
7201,51365,8/7/2012,High,35,189.658,0.08,Regular Air,99.5665,5.89,5.57,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box,0.41,00:00.0
7202,51365,8/7/2012,High,35,3921.435,0.1,Delivery Truck,1124.4905,124.49,51.94,Theone Pippenger,Manitoba,Prarie,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,00:00.0
